Question,Option A,Option B,Option C,Option D,Correct Answer,Points
Which of the following rivers originates from the plains?,Chambal,Betwa,Gomti,Son,c,1
What is the total length of the river Ganga in Uttar Pradesh?,2525 km,1000 km,1450 km,1500 km,c,1
From which district does the river Ganga enter Uttar Pradesh?,Ballia,Kanpur,Bijnor,Prayagraj,c,1
The river Ganga flows through how many districts of Uttar Pradesh?,25,30,28,22,c,1
Which of the following is NOT a tributary joining the Ganga from the right side?,Yamuna,Tons,Ghaghra,Son,c,1
Which city is located on the LEFT bank of the river Ganga?,Kanpur,Prayagraj,Haridwar,Varanasi,d,1
In which year was the Ganga given the status of National River?,2010,2005,2008,2012,c,1
When was the Namami Gange project started?,In 2010,In 2014,In 1985,In 1986,b,1
In which year was the Ganga Action Plan (GAP) launched?,1990,2000,1985,1995,c,1
Where is Lavkush Barrage located on the river Ganga?,Prayagraj,Varanasi,Kanpur,Bijnor,c,1
"Arrange the following events related to the Ganga River in chronological order:
   1. Ganga Action Plan (GAP) launched
   2. Ganga given the status of National River
   3. Namami Gange project started
   4. Ganga declared as National Waterway No. 1 (Haldia to Allahabad)","1, 4, 2, 3","4, 1, 3, 2","2, 3, 1, 4","3, 2, 4, 1",a,1
Which district in Uttar Pradesh has the longest Ganga coast?,Kanpur,Prayagraj,Badaun,Varanasi,c,1
"The Chambal, Betwa, Ken and Son rivers originate from which of the following?",The Himalayas,The plains,The peninsular plateau,The Ganga river system,c,1
"Match the following:
Column I (River)  Column II (Location)
A. Lavkush Barrage  1. Bijnor
B. River Ganga enters UP 2. Kanpur","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
"The Gomti, Varuna, and Sai rivers originate from which of the following?",The Himalayas,The peninsular plateau,The plains,Outside Uttar Pradesh,c,1
Which two rivers join together to form the Ganga at Devprayag?,Yamuna and Tons,Ghaghra and Gandak,Alaknanda and Bhagirathi,Gomti and Sai,c,1
The Chambal River originates from which location?,Amarakantak,"Janapav Hill (Mhow), Madhya Pradesh",Satpura Range,Vindhya Range,b,1
The ancient name of which river is Vetravati?,Son River,Ken River,Betwa River,Tons River,c,1
By what other name is the Ken River known?,Vetravati,Tamsa,Karnavati,Saryu,c,1
In which river is the Raj Shajar stone found?,Gomti River,Son River,Ken River,Sai River,c,1
Through which two districts of Uttar Pradesh does the Son River flow before entering Bihar?,Allahabad and Varanasi,Lucknow and Kanpur,Sonbhadra and Mirzapur,Gonda and Basti,c,1
"The Bihar Falls, with a height of 110 meters, is located on which river?",Saryu River,Sai River,Son River,Tamsa (Tons) River,d,1
Ayodhya is situated on the banks of which river?,Gomti River,Sai River,Saryu River,Tons River,c,1
Pratapgarh and Raebareli are situated on the banks of which river?,Ganga River,Yamuna River,Sai River,Gomti River,c,1
Which is the largest artificial lake in Uttar Pradesh?,Keetham Lake,Surhatal Lake,Govind Ballabh Pant Sagar (Sonbhadra),Fulhar Lake,c,1
Where is Surhatal Lake located?,Agra,Pilibhit,Gorakhpur,Baliya,d,1
Keetham Lake (Sur Sarovar) is located in which city?,Pilibhit,Agra,Gorakhpur,Baliya,b,1
"Fulhar Lake, the origin of the Gomti River, is located in which district?",Agra,Baliya,Pilibhit,Gorakhpur,c,1
Ramgarh Lake is located in which district?,Aligarh,Raebareli,Gorakhpur,Gonda,c,1
Bakhira Lake is located in which district?,Aligarh,Santakveer Nagar,Raebareli,Gonda,b,1
Parvati Arga Lake is located in which district?,Aligarh,Santakveer Nagar,Raebareli,Gonda,d,1
Rajdari and Devdari waterfalls are located in which district?,Chitrakoot,Mirzapur,Chandauli,Sonbhadra,c,1
Wyndham Falls is located in which district?,Chitrakoot,Mirzapur,Chandauli,Sonbhadra,b,1
Shabari Waterfall is located in which district?,Chitrakoot,Mirzapur,Chandauli,Sonbhadra,a,1
Which of the following are included in minor irrigation means?,Canal and dam,"Tube well, well, pond",Only canals,Only dams,b,1
Where was the first irrigation office opened and in which year?,Lucknow (1857),Kanpur (1850),Saharanpur (1823),Allahabad (1830),c,1
Which state has the highest area irrigated by tube wells?,Madhya Pradesh,Bihar,Uttar Pradesh,Rajasthan,c,1
On which river is the 110-meter high Bihar Falls located?,Saryu River,Sai River,Son River,Tamsa (Tons) River,d,1
Which of the following is considered a minor irrigation means?,Canal,Dam,Tube well,River,c,1
What is the origin of the Chambal River?,Amarakantak,"Janapav Hill (Mhow), Madhya Pradesh",Gangotri Glacier,Satpura Range,b,1
Where is Ramgarh Lake located?,Santakveer Nagar,Aligarh,Gonda,Gorakhpur,d,1
Where is Bakhira Lake located?,Santakveer Nagar,Raebareli,Aligarh,Gonda,a,1
Where is Wyndham Falls located?,Chitrakoot,Mirzapur,Chandauli,Gonda,b,1
Which river was historically known as the Vetravati River?,Ken River,Son River,Betwa River,Tamsa River,c,1
What is another name for the Ken River?,Vetravati,Tamsa,Karnavati,Saryu,c,1
On which riverbank is Ayodhya situated?,Ganga River,Yamuna River,Saryu River,Gomti River,c,1
Which options are included in medium and large irrigation means?,Tube well and well,Well and pond,Canal and dam,Pond and tube well,c,1
"In Uttar Pradesh, around which year did irrigation through tube wells commence?",Since 1940,Since 1920,Since 1950,Since 1930,d,1
Which method accounts for the largest share of irrigation in Uttar Pradesh?,Canals,Ponds,Tube wells,Rivers,c,1
In which region of Uttar Pradesh is irrigation predominantly carried out using tube wells?,Eastern U.P.,Central U.P.,Western U.P.,Bundelkhand region,c,1
Which district in Uttar Pradesh possesses the greatest length of canals?,Allahabad,Lucknow,Raebareli,Pratapgarh,c,1
In which region of Uttar Pradesh is the 'Khet-Talab Yojana' actively implemented?,Awadh,Purvanchal,Rohilkhand,Bundelkhand,d,1
Which village was declared as the first model water village of the country in 2019 by NITI Aayog?,Amausi Village,Jakhni Village,Khetai Village,Shivrajpur Village,b,1
Which of the following is the oldest canal in Uttar Pradesh?,Sharda Canal,Agra Canal,Upper Ganga Canal,Eastern Yamuna Canal,d,1
In which year was the Eastern Yamuna Canal completed under British administration?,1857,1830,1900,1800,b,1
From which location does the Upper Ganga Canal originate?,Kanpur,Allahabad,Haridwar,Varanasi,c,1
The Lower Ganga Canal is taken out from which location?,Agra,Meerut,Naraura,Lucknow,c,1
"What is the height of the Ramganga Dam, which is the highest dam in Uttar Pradesh?",150 meters,100 meters,128 meters,110 meters,c,1
Which two states are involved in the Ken-Betwa Link Project?,Uttar Pradesh and Bihar,Uttar Pradesh and Rajasthan,Uttar Pradesh and Madhya Pradesh,Uttar Pradesh and Jharkhand,c,1
Which district is irrigated by the Dhasan Canal?,Banda,Jhansi,Hamirpur,Lalitpur,c,1
On which river is the Naugarh Dam constructed in Ghazipur?,Gomti River,Yamuna River,Karmanasha River,Ghaghra River,c,1
The Agra Canal is taken out from which place?,Mathura,Agra,Okhla,Kanpur,c,1
The Gandak Canal project is a joint venture between which of the following states?,Uttar Pradesh and Madhya Pradesh,Bihar and Madhya Pradesh,Uttar Pradesh and Bihar,Haryana and Uttar Pradesh,c,1
The Rani Lakshmibai Dam Canal originates from which dam?,Rihand Dam,Matatila Dam,Rajghat Dam,Pariksha Dam,b,1
Which of the following is the correct number of states covered by the Hathnikund Barrage Project?,Four,Six,Three,Five,d,1
Which three states are involved in the joint Bansagar Dam Project?,"Uttar Pradesh, Madhya Pradesh, and Rajasthan","Uttar Pradesh, Madhya Pradesh, and Bihar","Bihar, Rajasthan, and Uttar Pradesh","Madhya Pradesh, Bihar, and Rajasthan",b,1
The Gokul Barrage Project supplies drinking water to which two cities?,"Lucknow, Kanpur","Agra, Mathura","Prayagraj, Varanasi","Jhansi, Lalitpur",b,1
Where is Agra Barrage situated?,On the Ganges River (near Kanpur),On the Yamuna River (near the Taj Mahal),On the Betwa River (near Jhansi),On the Rihand River (near Pipri),b,1
Where is Rihand Dam located?,On Betwa River (Lalitpur),"On the Rihand River (Pipri, Sonbhadra)",On the Yamuna River (near Agra),On the Betwa River (Jhansi),b,1
The Rajghat Dam is located on which river?,Rihand River,Yamuna River,Betwa River,Ganges River,c,1
Where is Matatila Dam located?,Chandauli,Jhansi,Lalitpur,"Pipri, Sonbhadra",c,1
Pariksha Dam is located on the Betwa River in which district?,Lalitpur,Chandauli,Sonbhadra,Jhansi,d,1
Chandraprabha Dam is located in which district?,Lalitpur,Chandauli,Jhansi,Sonbhadra,b,1
Govind Ballabh Pant Sagar (Rihand) project is located on which river?,Betwa River,Yamuna River,Rihand River,Ganges River,c,1
Which is the largest multipurpose project of Uttar Pradesh?,Rajghat Project,Matatila Project,Rihand Project,Pariksha Project,c,1
Which river contributes the most to the economy of Bundelkhand?,Yamuna River,Ganges River,Betwa River,Rihand River,c,1
Under which section of the Uttar Pradesh Forest Corporation Act was the Uttar Pradesh Forest Corporation established?,Section 5,Section 2,Section 3,Section 4,c,1
Which State Forest Policy is currently in force in Uttar Pradesh?,"State Forest Policy, 1988","State Forest Policy, 1998","State Forest Policy, 2006","State Forest Policy, 2017",d,1
From which year did the Forest Festival start in Uttar Pradesh?,1950,1951,1952,1953,c,1
In which type of forests is the cutting of trees and grazing of animals completely prohibited?,Protected Forest,Unclassified Forest,Reserved Forest,Village Forest,c,1
Protected forests are under the control of whom?,Village Panchayat,Forest Corporation,Government,Central Government,c,1
From where is the Rani Lakshmibai Dam Canal taken out?,Rihand River in Sonbhadra,Matatila Dam on the Betwa River in Jhansi,Rajghat Dam on the Betwa River in Lalitpur,Yamuna River near the Taj Mahal,b,1
Across how many states is the Hathnikund Barrage Project spread?,Three states,Four states,Six states,Five states,d,1
Where is the Rajghat Dam located?,"Jhansi, on Betwa River","Lalitpur, on Betwa River","Pipri, Sonbhadra, on Rihand River",Chandauli,b,1
Matatila Dam is located in which district?,Sonbhadra,Chandauli,Jhansi,Lalitpur,d,1
Where is Chandraprabha Dam situated?,Lalitpur,Jhansi,Chandauli,Sonbhadra,c,1
Since when did the Forest Festival start in Uttar Pradesh?,Since 1962,Since 1942,Since 1952,Since 1972,c,1
Who has complete control over reserved forests in Uttar Pradesh?,Central Government,District Magistrate,Forest Department,State Government,d,1
Under whose control are protected forests in Uttar Pradesh?,Central Government control,Private Individuals control,State Government control,Panchayat control,c,1
The Gandak Canal project is a joint initiative between which two states?,Uttar Pradesh and Madhya Pradesh,Bihar and Jharkhand,Uttar Pradesh and Bihar,Bihar and West Bengal,c,1
The Rajghat Dam is situated on the Betwa River in which district?,Jhansi,Lalitpur,Sonbhadra,Chandauli,b,1
Which river plays the most significant role in the economy of Bundelkhand?,Yamuna River,Ganga River,Betwa River,Rihand River,c,1
Which of the following statements is INCORRECT regarding the Bansagar Dam Project?,It is a joint project.,Bihar is one of the participating states.,It involves Uttar Pradesh.,It involves Haryana.,d,1
Which is the tallest dam in Uttar Pradesh?,Rihand Dam,Matatila Dam,Rajghat Dam,Ramganga Dam,d,1
Which river has the biggest contribution in the economy of Bundelkhand?,Ganga River,Yamuna River,Betwa River,Rihand River,c,1
"In which type of forests are there no restrictions of any kind, according to the text?",Tropical Moist Deciduous Forests,Unclassified Forests,Tropical Thorny Forests,Northern Dry Mixed Deciduous Forests,b,1
In which region are tropical moist deciduous forests mainly found?,Eastern region,Central region,Terai and Bhabar region,Southern part,c,1
What is the average rainfall in tropical moist deciduous forests?,50-100 cm,150-200 cm,200-250 cm,100-150 cm,d,1
Which is the main tree of tropical moist deciduous forests?,Pine,Catechu,Teak,Eucalyptus,c,1
In which region are tropical dry deciduous forests widespread?,Northern region,Southern region,"Eastern, Central and Western regions",Terai region,c,1
In which part of Uttar Pradesh are tropical thorny forests found?,Northern part,Eastern part,Western part,Southern part,d,1
"According to Champion and Seth (1968), how many types of forests are found in Uttar Pradesh?",25,32,29,18,c,1
Which type of forests are found in maximum quantity in Uttar Pradesh?,Tropical Moist Deciduous Forests,Tropical Thorny Forests,Northern Dry Mixed Deciduous Forests,Tropical Dry Deciduous Forests,c,1
Pine is used in the manufacture of which of the following?,Paper,Furniture,Resin used in the manufacture of galbanum and turpentine,Beedis,c,1
From which tree is catechu made?,Teak,Pine,Well,Eucalyptus,c,1
What is the use of tendu leaves?,Making paper,Making furniture,Making resin,In making beedis,d,1
In which industry are cane and bamboo used?,Sports goods,Wooden toys,Paper and furniture,Resin manufacturing,c,1
Which region of Uttar Pradesh is famous for the paper industry?,Meerut,Sonbhadra,Saharanpur,Varanasi,c,1
Which districts are famous for making wooden toys?,Meerut and Saharanpur,Sonbhadra and Varanasi,Saharanpur and Meerut,Varanasi and Meerut,b,1
Which district of Uttar Pradesh is famous for manufacturing sports goods?,Sonbhadra,Varanasi,Saharanpur,Meerut,d,1
When did the Social Forestry Program start in Uttar Pradesh?,In the year 1976,"From July 1, 2001",In the year 1979-80,"On March 19, 1998",c,1
In which year was the term 'social forestry' used?,In the year 1979-80,In the year 2001,In the year 1976,In the year 1998,c,1
Which tree was excluded from the social forestry programme due to causing environmental crisis?,Teak,Pine,Eucalyptus,Well,c,1
With whose cooperation and when was the Uttar Pradesh Forestry Scheme started?,"With the support of the UNDP on March 19, 1998","With the support of the World Bank on March 19, 1998",With the support of the National Agriculture Commission in 1979-80,With the support of the WHO in 1976,b,1
When did the Operation Green Scheme start?,In the year 1976,"On March 19, 1998",In the year 1979-80,"From July 1, 2001",d,1
Which type of forests in Uttar Pradesh has no restrictions of any kind?,Tropical moist deciduous forests,Tropical dry deciduous forests,Unclassified forest,Tropical thorny forests,c,1
"Match the following:
Column I: Tree/Product
(A) Pine
(B) Tendu Leaves

Column II: Use
(1) Making Beedis
(2) Manufacture of resin

Choose the correct sequence:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
The Social Forestry program in Uttar Pradesh started on the initiative of which commission?,National Forest Commission,National Agriculture Commission,Planning Commission,Irrigation Commission,b,1
"In which year did the Veer Abdul Hameed Forest, Wildlife and Environment Conservation Award Scheme commence?",2011-12,2013-14,2012-13,2010-11,c,1
The Green Belt Scheme was initiated in which of the following years?,2012-13,2014-15,2011-12,2013-14,d,1
"With which country's collaboration did the Participatory Forest Management Scheme begin, and in what year?","Germany, July 2012","Japan, July 2010","China, June 2009","Russia, August 2011",b,1
