Question,Option A,Option B,Option C,Option D,Correct Answer
What is the primary source of energy for the Sun?,Chemical Reactions,Nuclear Fission,Nuclear Fusion,Gravitational Collapse,c
Which of the following is used as a Moderator in a nuclear reactor?,Aluminum,Heavy Water (D2O),Sodium Chloride,Iron,b
The unit of Radioactivity is:,Pascal,Curie,Joule,Hertz,b
RADAR is primarily used for:,Measuring temperature,Detecting objects using sound waves,Detecting objects using radio waves,Measuring atmospheric pressure,c
Fuse wires used in homes are typically made of an alloy of:,Copper and Zinc,Iron and Carbon,Tin and Lead,Aluminum and Silver,c
Which device is designed to convert electrical energy into mechanical energy?,Dynamo,Transformer,Electric Motor,Generator,c
A dynamo is a device that converts which form of energy into electrical energy?,Chemical Energy,Heat Energy,Mechanical Energy,Nuclear Energy,c
The filament of a Halogen Lamp is commonly made of an alloy consisting of:,Copper and Aluminum,Iron and Nickel,Tungsten and Sodium,Silver and Gold,c
The unit 'Ohm' is used to measure:,Electrical Conductance,Electrical Current,Electrical Power,Electrical Resistance,d
What is believed to be the primary cause of Earth's magnetic field?,Solar Winds,Gravitational Pull,Circulating currents inside the Core,Atmospheric Pressure,c
A mobile charger functions as a:,Step-up Transformer,Rectifier,Step-down Transformer,Amplifier,c
The Atom Bomb is based on the principle of:,Nuclear Fusion,Chemical Reaction,Nuclear Fission,Electromagnetic Induction,c
The Hydrogen Bomb operates based on the principle of:,Nuclear Fission,Chemical Reaction,Nuclear Fusion,Radioactive Decay,c
The Sun's energy is primarily derived from which nuclear process?,Nuclear Fission,Chemical Combustion,Nuclear Fusion,Radioactive Decay,c
Which nuclear fuel is found in abundance in India?,Uranium,Plutonium,Thorium,Radium,c
Heavy Water (D2O) and Graphite are used in nuclear reactors as:,Coolants,Fuels,Moderators,Shielding Materials,c
The 'Curie' is the unit of measurement for:,Electrical Conductivity,Magnetic Flux,Radioactivity,Thermal Energy,c
RADAR is primarily used to:,Measure atmospheric pressure,Generate electrical power,Detect the presence and position of objects using radio waves,Amplify sound waves,c
The LASER beam is used in which of the following applications?,Barcode scanning and metal cutting,Eye surgery and satellite communication,Eye surgery and barcode scanning,Satellite communication and metal cutting,c
IC chips used in computers are primarily composed of which material?,Germanium,Carbon,Silicon,Gold,c
Which material is most commonly utilized in the manufacturing of transistors?,Carbon,Germanium,Silicon,Copper,c
What type of electromagnetic radiation is employed in television remote controls?,Ultraviolet radiation,Gamma radiation,Infrared radiation,X-ray radiation,c
What is the color of the 'Black Box' typically found in airplanes?,Black,Red,Orange,Blue,c
For what specific scientific phenomenon did Albert Einstein receive the Nobel Prize?,Relativity,Brownian Motion,Photoelectric Effect,Nuclear Fission,c
Who is credited with the discovery of X-Rays?,Einstein,Curie,Roentgen,Newton,c
What is the 'God Particle' also known as?,Neutrino,Higgs Boson,Electron,Quark,b
"To an astronaut observing from space, what color does the sky appear to be?",Blue,White,Black,Grey,c
What instrument is used to measure the acidity of acid rain?,Barometer,Thermometer,pH meter,Hydrometer,c
How many distinct colors are present in the sun's rays?,5,6,7,8,c
C.V. Raman was awarded the Nobel Prize for his work on which effect?,Doppler Effect,Raman Effect (Scattering of light),Greenhouse Effect,Photoelectric Effect,b
On what date is National Science Day celebrated in India?,28 January,28 March,28 February,28 April,c
What is the equivalent value of one Kilowatt-hour (kWh) expressed in Joules?,3.6×10^3 Joules,3.6×10^5 Joules,3.6×10^6 Joules,3.6×10^9 Joules,c
For what purpose is the LASER beam commonly utilized?,Welding and construction,Eye Surgery and Barcode scanning,Deep sea exploration,Mining operations,b
Integrated Circuit (IC) chips used in computers are primarily composed of what material?,Germanium,Copper,Silicon,Iron,c
Which material is most frequently employed in the manufacturing of transistors?,Gallium Arsenide,Carbon,Silicon,Germanium,c
What type of electromagnetic radiation is utilized in television remote controls?,Ultraviolet radiation,Infrared radiation,Microwaves,X-rays,b
What is the typical color of an airplane's 'Black Box'?,Black,Red,Orange,Yellow,c
Albert Einstein was awarded the Nobel Prize for his discovery related to which phenomenon?,Theory of Relativity,Brownian Motion,Photoelectric Effect,E=mc²,c
Who is credited with the invention of the X-Ray?,Marie Curie,Albert Einstein,Roentgen,Isaac Newton,c
What instrument is used to measure the acidity of rain (Acid Rain)?,Barometer,Thermometer,pH meter,Hygrometer,c
How many distinct colors are present within the Sun's rays?,5 colors,6 colors,8 colors,7 colors,d
C.V. Raman received the Nobel Prize for his work on which effect?,Doppler Effect,Raman Effect (Scattering of light),Greenhouse Effect,Tyndall Effect,b
What is the equivalent of one Kilowatt-hour (kWh) expressed in Joules?,3.6×105 Joules,3.6×108 Joules,3.6×106 Joules,3.6×104 Joules,c
IC chips used in computers are primarily made of what material?,Germanium,Copper,Silicon,Gallium Arsenide,c
Which material is most commonly employed in the manufacturing of transistors?,Germanium,Carbon,Silicon,Silver,c
For what scientific phenomenon did Albert Einstein receive the Nobel Prize?,Theory of Relativity,Brownian Motion,Photoelectric Effect,Mass-Energy Equivalence,c
What is the nickname for the Higgs Boson?,The Standard Model Particle,The Fundamental Particle,The God Particle,The Elementary Particle,c
"From an astronaut's perspective, what color does the sky appear to be?",Blue,White,Grey,Black,d
By which instrument is the acidity of acid rain typically measured?,Voltmeter,Barometer,pH meter,Thermometer,c
"What is a common application of LASER beams, as mentioned in the text?",Radio communication,Barcode scanning,Metal forging,Weather forecasting,b
Integrated Circuit (IC) chips used in computers are typically made of what material?,Carbon,Germanium,Silicon,Plastic,c
Which material is most commonly utilized in the production of transistors?,Germanium,Copper,Silicon,Silver,c
What type of electromagnetic radiation facilitates the remote control of televisions?,Ultraviolet radiation,Infrared radiation,Gamma radiation,X-ray radiation,b
What is the color of the 'Black Box' found in an airplane?,Black,Red,Orange,Blue,c
For what scientific achievement did Albert Einstein receive the Nobel Prize?,Theory of Relativity,Brownian Motion,Photoelectric Effect,E=mc²,c
What is the nickname given to the Higgs Boson?,The Lost Particle,The Dark Particle,The God Particle,The Quantum Particle,c
What color does the sky appear to an astronaut in space?,Blue,White,Red,Black,d
"According to the text, how many colors are present in the Sun's rays?",5 colors,6 colors,7 colors,8 colors,c
On which date is National Science Day celebrated?,28 January,28 February,28 March,28 April,b
What is the measurement for a Light Year?,Intensity of light,Distance traveled by light in a vacuum in one year,Wavelength of light,Frequency of light waves,b
One Horse Power is approximately equal to how many Watts?,1000 Watts,500 Watts,746 Watts,250 Watts,c
The S.I. unit of Resistance is?,Volt,Ampere,Ohm,Watt,c
What is the commercial unit of electric power?,Ampere,Volt,Ohm,Kilowatt-hour (kWh),d
What kind of quantity is Work?,Vector quantity,Base quantity,Scalar quantity,Derived quantity,c
The SI unit of Stress is?,Newton,Joule,Pascal,Watt,c
The SI unit of Volume is?,Liter,Cubic meter (m3),Gallon,Square meter (m2),b
The SI unit of Time is?,Minute,Hour,Second,Day,c
The SI unit of Magnetic Induction is?,Gauss,Tesla,Weber,Henry,b
The sound intensity of a musical instrument is measured in?,Hertz (Hz),Watts,Decibels (dB),Ohm,c
The name of the unit for measuring frequency is?,Decibel (dB),Tesla,Pascal,Hertz (Hz),d
Supersonic speed is measured by?,Kilometers per hour,Mach number,Knots,Miles per hour,b
The unit of Force in the S.I. system is?,Pascal,Joule,Newton,Watt,c
The unit of Atmospheric Pressure is?,Pascal,Newton,Bar,Joule,c
The unit of Work and Energy is?,Watt,Pascal,Newton,Joule,d
The SI unit of Dynamic Viscosity is?,Newton-second,Pascal,Pascal-second,Joule,c
The unit of Power is?,Joule,Pascal,Joule/second (or Watt),Newton,c
The unit of Pressure is?,Newton,Watt,Joule,Pascal,d
The S.I. unit of Electric Current is?,Volt,Ohm,Ampere,Watt,c
The definition of the CGS system of measurement units is?,"Centimeter, Gram, Second","Kilogram, Meter, Second","Meter, Liter, Second","Centimeter, Liter, Second",a
1 Watt-hour is equal to?,1000 Joules,3600 Joules,100 Joules,60 Joules,b
1 Volt is equal to?,1 Coulomb per Joule,1 Joule per Ampere,1 Joule per Coulomb,1 Ampere per Joule,c
"Work, Kinetic Energy, and Potential Energy are what kind of quantities?",Vector quantities,Base quantities,Scalar quantities,Derived quantities,c
The physical quantity whose dimension is [ML2T−2] is?,Force,Pressure,Velocity,Work done,d
The unit of Wavelength is?,Hertz,Meter,Second,Pascal,b
What is the unit of measurement for the distance traveled by light in a vacuum in one year?,Watt,Light Year,Pascal,Hertz,b
Approximately how many Watts are equal to one Horse Power?,1000 Watts,500 Watts,746 Watts,250 Watts,c
What is a Light Year a unit of measurement for?,Time taken by light to travel in vacuum,Speed of light in a vacuum,Distance traveled by light in a vacuum in one year,Intensity of light in a vacuum,c
What physical quantity does the unit 'Pascal-second' measure?,Dynamic Viscosity,Pressure,Stress,Power,a
"In the context of sound, what unit is used to measure the sound intensity of a musical instrument?",Hertz (Hz),Tesla,Decibels (dB),Ohm,c
Which of the following is the commercial unit of electric power?,Watt,Joule,Kilowatt-hour (kWh),Ampere,c
What is the S.I. unit of Resistance?,Tesla,Pascal,Ohm,Newton,c
Which of the following statements is INCORRECT regarding units?,The unit of Atmospheric Pressure is Bar.,The unit of Power is Joule/second (or Watt).,The unit of Force in the S.I. system is Pascal.,The unit of Work and Energy is Joule.,c
What is the definition of the CGS system of measurement units?,"Kilogram, Meter, Second","Centimeter, Gram, Second","Meter, Liter, Second","Kilogram, Gram, Second",b
What is measured by the Mach number?,Subsonic speed,Infrasonic speed,Supersonic speed,Transonic speed,c
"Match the following units with their corresponding physical quantities:

Column I
(A) Electric Current
(B) Volume
(C) Magnetic Induction
(D) Time

Column II
(1) Second
(2) Tesla
(3) Ampere
(4) Cubic meter

Choose the correct sequence:","A-3, B-4, C-2, D-1","A-1, B-2, C-3, D-4","A-4, B-3, C-1, D-2","A-2, B-1, C-4, D-3",a
