Question,Option A,Option B,Option C,Option D,Correct Answer
Under which Act was the Supreme Court established in Calcutta?,"Government of India Act, 1935","Montagu-Chelmsford Reforms, 1919","Morley-Minto Reforms, 1909","Regulating Act, 1773",d
Which Act introduced separate elections (Communal Electorate) for Muslims?,"Government of India Act, 1935","Regulating Act, 1773","Montagu-Chelmsford Reforms, 1919","Morley-Minto Reforms, 1909",d
Dyarchy in the provinces was implemented by which Act?,"Government of India Act, 1935","Regulating Act, 1773","Morley-Minto Reforms, 1909","Montagu-Chelmsford Reforms, 1919",d
Which Act resulted in Provincial Autonomy?,"Montagu-Chelmsford Reforms, 1919","Morley-Minto Reforms, 1909","Government of India Act, 1935","Regulating Act, 1773",c
Which Act is considered the biggest source of the Indian Constitution?,"Regulating Act, 1773","Morley-Minto Reforms, 1909","Montagu-Chelmsford Reforms, 1919","Government of India Act, 1935",d
On whose proposal was the Constituent Assembly formed?,Lord Mountbatten,Lord Curzon,Cabinet Mission (1946),Lord Ripon,c
Who led the Santhal Rebellion (1855-56)?,Deenbandhu friend,Annie Besant,Sidhu and Kanhu,Lala Lajpat Rai,c
'Neel Darpan' is based on which rebellion?,Sanyasi Rebellion,Indigo Rebellion,Santhal Rebellion,1857 Revolution,b
'Anandmath' is based on which rebellion?,Indigo Rebellion,Santhal Rebellion,Sanyasi Rebellion,1857 Revolution,c
What is called the 'Magna Carta' of English education in India?,Morley-Minto Reforms,Cabinet Mission,Wood's Despatch (1854),Montagu-Chelmsford Reforms,c
Who started the newspapers 'Kesari' (Marathi) and 'Maratha' (English)?,Mahatma Gandhi,Annie Besant,Bal Gangadhar Tilak,Lala Lajpat Rai,c
Who was the editor of 'Young India' and 'Harijan' magazine?,Annie Besant,Lala Lajpat Rai,Bal Gangadhar Tilak,Mahatma Gandhi,d
Whose magazines were 'Common Wheel' and 'New India'?,Lala Lajpat Rai,Mahatma Gandhi,Bal Gangadhar Tilak,Annie Besant,d
Who was the author of the book 'Unhappy India'?,Mahatma Gandhi,Annie Besant,Bal Gangadhar Tilak,Lala Lajpat Rai,d
Which Act made the provision for separate elections (Communal Electorate) for Muslims?,Montagu-Chelmsford Reforms (1919),"Government of India Act, 1935","Regulating Act, 1773",Morley-Minto Reforms (1909),d
Provincial Autonomy was a result of which Act?,Montagu-Chelmsford Reforms (1919),Morley-Minto Reforms (1909),"Government of India Act, 1935","Regulating Act, 1773",c
Who wrote 'Neel Darpan'?,Lala Lajpat Rai,Annie Besant,Deenbandhu friend,Bal Gangadhar Tilak,c
Which of the following magazines were associated with Annie Besant?,'Kesari' and 'Maratha','Young India' and 'Harijan','Common Wheel' and 'New India','Unhappy India',c
Who authored the book 'Unhappy India'?,Bal Gangadhar Tilak,Mahatma Gandhi,Lala Lajpat Rai,Annie Besant,c
During whose tenure did the Partition of Bengal occur?,Lord Canning,Lord Lytton,Lord Ripon,Lord Curzon,d
In which Act was the provision for separate elections (Communal Electorate) made for Muslims?,"Government of India Act, 1935",Montagu-Chelmsford Reforms (1919),"Regulating Act, 1773",Morley-Minto Reforms (1909),d
Dyarchy was implemented in the provinces by which Act?,"Government of India Act, 1935","Regulating Act, 1773",Montagu-Chelmsford Reforms (1919),Morley-Minto Reforms (1909),c
Provincial Autonomy is a result of which Act?,"Regulating Act, 1773",Montagu-Chelmsford Reforms (1919),"Government of India Act, 1935",Morley-Minto Reforms (1909),c
'Anandmath' (from where Vande Mataram was taken) is based on which rebellion?,Indigo Rebellion,Santhal Rebellion,Sanyasi Rebellion,1857 Revolution,c
From which book was 'Vande Mataram' taken?,Young India,Common Wheel,Anandmath,New India,c
In which year did Vasco-da-Gama arrive in India (Calicut)?,1489 AD,1598 AD,1498 AD,1589 AD,c
The Battle of Plassey was fought in 1757. Which of the following options correctly identifies the parties involved?,Mir Jafar and the British,Lord Cornwallis and Siraj-ud-Daulah,Siraj-ud-Daulah and the British,Lord Dalhousie and Siraj-ud-Daulah,c
Who was the Nawab of Bengal at the time of the Battle of Buxar in 1764?,Siraj-ud-Daulah,Mir Qasim,Lord Wellesley,Mir Jafar,d
Who is credited with first introducing the 'Subsidiary Alliance' system in India?,Lord Canning,Lord Cornwallis,Lord Dalhousie,Lord Wellesley,d
Who is widely regarded as the father of Civil Services in India?,Lord Dalhousie,Lord William Bentinck,Lord Cornwallis,Lord Canning,c
In which year was the Permanent Settlement system implemented by Lord Cornwallis?,1773,1853,1829,1793,d
The Ryotwari system was primarily associated with which regions?,Bengal and Bihar,Punjab and Sindh,Madras and Bombay,Delhi and Agra,c
Who is recognized as the person who initially proposed the 'Mahalwari System'?,Lord Canning,Lord Dalhousie,Holt MacKenzie,Lord Cornwallis,c
Lord Dalhousie is often referred to as the father of which infrastructure development in India?,Roadways,Civil Services,Railways,Irrigation Canals,c
"In which year did the first train in India operate, and between which cities?",1853 (Calcutta to Delhi),1857 (Bombay to Calcutta),1853 (Mumbai to Thane),1857 (Delhi to Agra),c
Who served as the Governor General of India during the Revolt of 1857?,Lord Dalhousie,Lord Cornwallis,Lord Canning,Lord Wellesley,c
"At the time of the Revolt of 1857, who was the Mughal Emperor?",Aurangzeb,Shah Jahan,Bahadur Shah Zafar (II),Akbar,c
Who was the leader of the 1857 revolt in Lucknow?,Mangal Pandey,Rani Lakshmi Bai,Begum Hazrat Mahal,Nana Sahib,c
Which individual described the Revolt of 1857 as 'India's First War of Independence'?,Mahatma Gandhi,Jawaharlal Nehru,V.D. Savarkar,Subhas Chandra Bose,c
Mangal Pandey was a soldier stationed at which cantonment?,Meerut,Delhi,Barrackpore,Jhansi,c
The Supreme Court in Calcutta was established under which Act?,Pitt's India Act 1784,Charter Act 1813,Regulating Act 1773,Indian Councils Act 1861,c
In which year was the 'Brahmo Samaj' founded by Raja Rammohan Roy?,1857,1773,1828,1897,c
Who propagated the slogan 'Back to the Vedas'?,Raja Rammohan Roy,Swami Vivekananda,Devendranath Tagore,Dayanand Saraswati,d
'Sati Pratha' was abolished in 1829 during whose tenure as Governor General?,Lord Dalhousie,Lord Canning,Lord Cornwallis,Lord William Bentinck,d
Who is the author of the book 'Satyarth Prakash'?,Swami Vivekananda,Raja Rammohan Roy,Dayanand Saraswati,Devendranath Tagore,c
In which year was the Ramakrishna Mission founded by Swami Vivekananda?,1828,1773,1897,1829,c
Who established the 'Tattvabodhini Sabha'?,Atmaram Pandurang,Swami Vivekananda,Dayanand Saraswati,Devendranath Tagore,d
The Prarthana Samaj was founded by whom?,Devendranath Tagore,Swami Vivekananda,Atmaram Pandurang,Dayanand Saraswati,c
The Battle of Plassey was fought in which year?,1764,1857,1757,1793,c
Who was the Nawab of Bengal at the time of the Battle of Buxar?,Siraj-ud-Daulah,Mir Qasim,Mir Jafar,Lord Clive,c
Who is considered the father of Civil Services in India?,Lord Dalhousie,Lord Canning,Lord Wellesley,Lord Cornwallis,d
In which year was the Permanent Settlement system implemented?,1857,1773,1793,1829,c
The Ryotwari system was mainly related to which of the following areas?,Bengal and Bihar,Punjab and Sindh,Madras and Bombay,Delhi and Agra,c
Who is considered the father of railways in India?,Holt MacKenzie,Lord Canning,Lord Dalhousie,Lord Cornwallis,c
In what year did the first train run in India?,1857,1853,1848,1864,b
Who was the Mughal Emperor at the time of the Revolt of 1857?,Shah Alam II,Akbar II,Bahadur Shah Zafar (II),Aurangzeb,c
Who led the 1857 revolt from Lucknow?,Rani Lakshmi Bai,Mangal Pandey,Begum Hazrat Mahal,Nana Sahib,c
"Who called the revolt of 1857 ""India's First War of Independence""?",Mahatma Gandhi,Jawaharlal Nehru,V.D. Savarkar,Subhas Chandra Bose,c
In which year was the 'Brahmo Samaj' founded?,1857,1829,1828,1897,c
Who gave the slogan 'Back to the Vedas'?,Swami Vivekananda,Raja Rammohan Roy,Devendranath Tagore,Dayanand Saraswati,d
'Sati Pratha' was abolished during the tenure of which Governor General?,Lord Dalhousie,Lord Cornwallis,Lord William Bentinck,Lord Canning,c
Who founded the 'Tattvabodhini Sabha'?,Swami Vivekananda,Raja Rammohan Roy,Devendranath Tagore,Atmaram Pandurang,c
Who founded the Prarthana Samaj?,Swami Vivekananda,Raja Rammohan Roy,Dayanand Saraswati,Atmaram Pandurang,d
"In which year did Vasco-da-Gama arrive in Calicut, India?",1600 AD,1498 AD,1526 AD,1757 AD,b
The Battle of Plassey in 1757 was fought between Siraj-ud-Daulah and whom?,Lord Cornwallis,Lord Dalhousie,Clive,Warren Hastings,c
Who was the Nawab of Bengal during the Battle of Buxar in 1764?,Siraj-ud-Daulah,Mir Qasim,Mir Jafar,Alivardi Khan,c
Which of the following statements is INCORRECT regarding the Subsidiary Alliance?,Lord Wellesley first used the term in India.,It was a policy of non-intervention.,It involved maintaining British troops in Indian states.,It aimed to establish British paramountcy.,b
Who is known as the father of Civil Services in India?,Lord Canning,Lord William Bentinck,Lord Dalhousie,Lord Cornwallis,d
In which year was the Permanent Settlement implemented by Lord Cornwallis?,1773,1793,1853,1857,b
Who is credited with first proposing the Mahalwari System?,Lord Dalhousie,Holt MacKenzie,Lord Cornwallis,Lord Canning,b
Lord Dalhousie is regarded as the father of which infrastructure development in India?,Roadways,Railways,Waterways,Airways,b
"In what year did the first train operate in India, running from Mumbai to Thane?",1757,1793,1853,1857,c
Who was the Mughal Emperor during the Revolt of 1857?,Akbar II,Shah Jahan III,Aurangzeb,Bahadur Shah Zafar (II),d
Who assumed leadership of the 1857 revolt in Lucknow?,Rani Lakshmibai,Nana Sahib,Begum Hazrat Mahal,Tantia Tope,c
V.D. Savarkar referred to the Revolt of 1857 as what?,The Sepoy Mutiny,India's Second War of Independence,India's First War of Independence,The Great Rebellion,c
Mangal Pandey was a soldier belonging to which cantonment?,Meerut,Barrackpore,Delhi,Jhansi,b
Who established the Brahmo Samaj in 1828?,Swami Vivekananda,Dayanand Saraswati,Raja Rammohan Roy,Devendranath Tagore,c
Which personality gave the slogan 'Back to the Vedas'?,Raja Rammohan Roy,Swami Vivekananda,Devendranath Tagore,Dayanand Saraswati,d
During whose tenure as Governor General was 'Sati Pratha' abolished in 1829?,Lord Cornwallis,Lord Dalhousie,Lord William Bentinck,Lord Canning,c
Who was the founder of the Tattvabodhini Sabha?,Atmaram Pandurang,Swami Vivekananda,Raja Rammohan Roy,Devendranath Tagore,d
The Battle of Plassey occurred in which year?,1857,1764,1757,1498,c
Who was the Nawab of Bengal during the Battle of Buxar (1764)?,Siraj-ud-Daulah,Lord Clive,Mir Jafar,Lord Wellesley,c
Who is regarded as the 'father of Civil Services in India'?,Lord Dalhousie,Lord Canning,Lord Cornwallis,Lord William Bentinck,c
In what year was the Permanent Settlement implemented?,1857,1773,1793,1829,c
Who is known as the 'father of railways in India'?,Lord Canning,Lord William Bentinck,Lord Cornwallis,Lord Dalhousie,d
"In which year did the first train run in India, and between which cities?",1857 (Delhi to Agra),1853 (Mumbai to Thane),1829 (Calcutta to Raniganj),1793 (Madras to Arcot),b
Who characterized the Revolt of 1857 as 'India's First War of Independence'?,Mahatma Gandhi,Jawaharlal Nehru,V.D. Savarkar,Subhas Chandra Bose,c
In which year was the Ramakrishna Mission founded?,1828,1829,1857,1897,d
Who authored the book 'Gulamgiri'?,Sir Syed Ahmed Khan,Henry Vivian Derozio,Jyotirao Phule,Rabindranath Tagore,c
Who is known as the originator of the Aligarh Movement?,Lala Hardayal,Sir Syed Ahmed Khan,Vyomesh Chandra Banerjee,Chittaranjan Das,b
The headquarters of the Theosophical Society in India was located at:,Calcutta,Delhi,Surat,Adyar (Madras),d
Which of the following is referred to as the 'Magna Carta' of English education in India?,Lord Mayo's Resolution,Lord Ripon's Act,Wood's Despatch,Curzon's Education Policy,c
In which year was the first census conducted in India?,1881,1872,1906,1911,b
During whose tenure did the regular census begin in India?,Lord Curzon,Lord Mayo,Lord Ripon,Lord Hardinge,c
In which year was the Indian National Congress established?,1906 AD,1915 AD,1885 AD,1920 AD,c
Who presided over the first session of the Indian National Congress?,Motilal Nehru,Chittaranjan Das,Lala Hardayal,Vyomesh Chandra Banerjee,d
Which Viceroy oversaw the partition of Bengal in 1905?,Lord Ripon,Lord Mayo,Lord Curzon,Lord Hardinge,c
When did the Swadeshi movement commence?,1911,1907,1915,1905,d
In which session did the Congress undergo a split between extremist and moderate groups?,Delhi Session,Dhaka Session,Surat Session,Adyar Session,c
In which year was the capital of India officially shifted from Calcutta to Delhi?,1920,1905,1911,1923,c
Who was the founder of the Ghadar Party?,Motilal Nehru,Chittaranjan Das,Lala Hardayal,Vyomesh Chandra Banerjee,c
On what date did Mahatma Gandhi return to India from South Africa?,1 August 1920,13 April 1919,9 January 1915,1 January 1923,c
Which Satyagraha marked Gandhiji's first in India?,Non-Cooperation Movement,Swadeshi Movement,Champaran Satyagraha,Ghadar Movement,c
Who renounced the title of 'Knighthood' in protest against the Jallianwala Bagh massacre?,Mahatma Gandhi,Jawaharlal Nehru,Rabindranath Tagore,Lala Hardayal,c
When did the Non-Cooperation Movement officially commence?,"April 13, 1919","January 9, 1915","August 1, 1920","January 1, 1923",c
Which incident led to Gandhiji's withdrawal of the Non-Cooperation Movement?,Jallianwala Bagh massacre,Partition of Bengal,Chauri Chaura incident,Swadeshi Movement,c
Who was the founder of the 'Satyashodhak Samaj' and the author of 'Gulamgiri'?,Sir Syed Ahmed Khan,Henry Vivian Derozio,Jyotirao Phule,Rabindranath Tagore,c
What is referred to as the 'Magna Carta' of English education in India?,The Partition of Bengal,Wood's Despatch (1854),Champaran Satyagraha,The Surat Session,b
During whose viceroyalty did the regular census in India begin in 1881?,Lord Curzon,Lord Mayo,Lord Ripon,Vyomesh Chandra Banerjee,c
Which Viceroy was responsible for the partition of Bengal in 1905?,Lord Ripon,Lord Mayo,Lord Curzon,Lala Hardayal,c
In which year did the Swadeshi Movement commence?,1917,1907,1915,1905,d
In which session did the Congress experience a split between the extremist and moderate groups?,Delhi Session,Dhaka Session,Surat Session,Adyar Session,c
When was the capital of India officially shifted from Calcutta to Delhi?,1920,1923,1915,1911,d
Who was the founder of the Ghadar Party in 1913?,Motilal Nehru,Chittaranjan Das,Lala Hardayal,Lord Curzon,c
On which date did Mahatma Gandhi return to India from South Africa?,"August 1, 1920","April 13, 1919",9 January 1915,1922,c
Which Satyagraha is recognized as Gandhiji's first in India?,Non-Cooperation Movement,Swadeshi Movement,Champaran Satyagraha,Aligarh Movement,c
Who renounced the title of 'Knighthood' as a form of protest against the Jallianwala Bagh massacre?,Lala Hardayal,Jyotirao Phule,Rabindranath Tagore,Sir Syed Ahmed Khan,c
On what date did the Non-Cooperation Movement officially commence?,"April 13, 1919","January 9, 1915","August 1, 1920",1922,c
What incident led to Gandhiji's decision to withdraw the Non-Cooperation Movement?,Jallianwala Bagh massacre,Partition of Bengal,Chauri Chaura incident,Surat Session split,c
Who were the founders of the Swaraj Party in 1923?,Mahatma Gandhi and Lord Curzon,Lord Ripon and Lord Mayo,Chittaranjan Das and Motilal Nehru,Henry Vivian Derozio and Sir Syed Ahmed Khan,c
The headquarters of the Theosophical Society in India was located at which of the following places?,Surat,Dhaka,Adyar (Madras),Calcutta,c
"In which year was Wood's Despatch, also known as the 'Magna Carta' of English education in India, issued?",1881,1905,1872,1854,d
